678	Kad ce parda protiv uhljebina koji su nas pljackali	Acceptable speech	Acceptable	No target	lgbt
679	Zivili pederi	Background offensive	Offensive	Topic	lgbt
680	Stari ako ste pederi idite to radite doma. Netrebate pravit povorle i sta li ja znam vec. Noramlni ljudi neprave povorke i ne osticu to sto imaju obitelj djecu a vi morate isticat sto ste pederi radite to doma neznaima nas tko ste i sto ste	Background offensive	Offensive	Topic	lgbt
681	Di ste tovari skacete na mamica ,a dobri su vam ovi pederi ahahahaa	Background offensive	Offensive	Topic	lgbt
682	Joj necu se uopce spustat na VAS nivo...moja djeca su gle cuda fino odgojena djeca koji imaju NORMALNE RODITELJE...da mi dode sin danas sutra kaze -mama ima decka mislim da bi me srce izdalo al on je moje dijete i naravno da ga se nebi odrekla.Ovdje se otislo predalaleko moje misljenje je da ih NIKADAAA necu ucit i govorit im da je homoseksualnost normalna kada NIJE	Background offensive	Offensive	Topic	lgbt
683	Kad se majka priroda malo poigra ispadne ovako	Background offensive	Offensive	Topic	lgbt
684	Pa bolest je to nista drugo nego bolest	Background offensive	Offensive	Topic	lgbt
685	Obriji tu picku sa brade sinko nije ti ovo 2004.	Other offensive	Offensive	Commenter	lgbt
686	Uveni kravo morbidna	Other offensive	Offensive	Commenter	lgbt
687	Majku vam jebem picke pederske....morete kad vas murja cuva adje da vas vidimo bez njih picke i vi nato ponosni... Ma mrs u pickumaterinu ..... Bolesniki	Background offensive	Offensive	Topic	lgbt
688	Bravo a znaš zašto ZATO ŠTO BOG NE POSTOJI! DOKAŽI POSTOJANJE BOGA I ODI PO NOBELOVU NAGRADU. Za koji k. ulažemo miliarde u znanost kad ti imaš sve odgovore	Other offensive	Offensive	Commenter	lgbt
689	ja nemam nist protiv pedera i lezba ali sam peotiv toga da im se dozvoli posvajanje djece jer takvi brakovi daju krivu sliku djetetu a svako djete uci od roditelja meni nije normalno da sad dva muska il dvije zene izmjenjuju njeznost pred djetetom jer daju dojam da je to normalno to je isto ko i da muz zenu tuce i maltretira isto nije xobro i obrnuto.	Background offensive	Offensive	Topic	lgbt
690	Ministarsvo kulture sa povecanim proracunskim sredstvima za ovu godinu... da moraju sami snosit troskove ne bi se okupljali...	Other offensive	Offensive	Related to topic	lgbt
691	Povoljno gledam kreč kako se suši. Moj prijevoz i hrana	Acceptable speech	Acceptable	No target	lgbt
692	Ma galame samo. Pola ih i nije iz Hrvatske, a nastave li ovako, uvest će im EU vize pa nek pizde u svojem selu.	Other offensive	Offensive	No target	lgbt
693	Fuj pederi	Background offensive	Offensive	Topic	lgbt
694	Podrska! Neka pati koga smeta!! :)	Acceptable speech	Acceptable	No target	lgbt
695	citam malo ove komentare i vidim da je previse nepismenih poput sinise, zalosno za 21. vijek	Other offensive	Offensive	Commenter	lgbt
696	ako nisi sposoban za argumentirani tip rasprave, a nisi što je evidentno, nauči mudro šutjeti i od komentara se suzdržati. Čemu uvrede? Jedna uvreda vuče drugu. Stoga ti moram reći kako u glavi koju na ramenima nosiš imaš otprilike pameti koliko i u onoj koja ti u gaćama visi, balvane.	Other offensive	Offensive	Commenter	lgbt
697	Marko Grgić a gdje si ti?	Acceptable speech	Acceptable	No target	lgbt
698	Fuj ....sramota i bolesno. Ne znam zasto se takve stvari uopce promoviraju 👎	Background offensive	Offensive	Topic	lgbt
699	Nisu svi pederi . Neko masno zaradiva	Background offensive	Offensive	Topic	lgbt
700	Jesu prošli namu ?	Acceptable speech	Acceptable	No target	lgbt
701	I ja to potpisujem.	Acceptable speech	Acceptable	No target	lgbt
702	Ako ste vi gay prošli bez problema,a onda možemo i mi(pedofili,nekrofili i Incest),hvala vam državi nasa predivna...	Background offensive	Offensive	Topic	lgbt
703	Index blacenje,od kud vam pravo,smradovi.	Other offensive	Offensive	Journalist or medium	lgbt
704	Ma voli ti sta oces pederu al nemos mi setat po gradu i paradirat vikat ja sam peder i nemos mi nist	Background offensive	Offensive	Topic	lgbt
705	Napokon smo saznali koji spol je romanticniji i koji zbilja zeli brak. Dovoljno dugo su nas krivo prikazivali 😂	Acceptable speech	Acceptable	No target	lgbt
706	Nije ni tebi lako..vidi se!!!😮👈	Other offensive	Offensive	Commenter	lgbt
707	Inace,Anglikanci se ne razlikuju toliko u misama od katoličkih.Anglikanci su inače i u Australiji ,Kanadi i svim zemljama Commonwealtha.	Acceptable speech	Acceptable	No target	lgbt
708	fino..fino..sve se kao nema novaca u drzavnoj blagajni..neki gladuju dok neki paradiraju..neka organiziraju sta god hoce ali onda neka sami plate security..lako je paradirati na tudju grbu..	Background offensive	Offensive	Topic	lgbt
709	Vijerovatno si lezba,pa imaš pozitivan stav o ovim paradama koje žele da nenormalno postane normalno!!!	Background offensive	Offensive	Topic	lgbt
710	Slobodni sa kurcon u guzici	Background offensive	Offensive	Topic	lgbt
711	Ma nemam ja ništa protiv nikoga svak neka živi svoj život - A šta bi bilo da izađu na ulice sve majke sa dicom u naručju koje nemaju dati ono osnovno što bi svaki roditelj trebao pružiti kolika bi bila ta kolonaaaaaaaaaaaaaaaaaaaaaa	Acceptable speech	Acceptable	No target	lgbt
712	"tko djecu pita žele li i koju vjeru, tko djecu pita kad ih ostave u domu, tko djecu pita kad idu na usvajanje sviđaju li im se ljudi kod kojih idu? Možda bi djeca prije izabrala jedan homoseksualni par u kojem bi se prema njima odnosili s ljubavlju neko ""normalan"" par koji će ih loše tretirati, ali tko djecu pita, da."	Acceptable speech	Acceptable	No target	lgbt
713	Jadi dno dna drustva	Background offensive	Offensive	Topic	lgbt
714	Majko mila! Ajde ljudi što ne podržavate ovu paradu i pljujete,razumijem,svatko ima pravo na stav i mišljenje.Osobno ju ne podržavam,ali ste nepismeni jaaaako...sramota me da u 21.vijeku dijelim Zemlju s vama hahahaha XD	Other offensive	Offensive	Commenter	lgbt
715	Problem je kaj je Pupavac jedan od tih pedera :P	Other offensive	Offensive	Other	lgbt
716	ostale*.....zeza me gramatika (samouk)	Acceptable speech	Acceptable	No target	lgbt
717	Katolik, pa bi palio ljude	Other offensive	Offensive	Commenter	lgbt
718	"Tko to odlučuje šta je normalno? Ovi fašistoidni katolibani što u normalnom braku krkaju gajbu piva dnevno,mlate ženu i djecu,a u golfu dodatna oprema,krunica na retrovizoru! Od kad je svijeta i vijeka poznata je poligamija,monogamija,homoseksualnost,pedofilija,nekrofilija...Najjača vjerska i državna uprava u tom trenutku odluči šta je ""normalno"" i po tome se priglupa masa ravna i određuje. Ako dva odrasla ljudska bića dobrovoljno bez prisile urede svoj odnos,boli me kurac šta rade dok meni ne smetaju! Crkva uređuje odnose i promovira sveti brak,a u svojim redovima akumulira najbolesnije seksualne fetiše! Talibani pale i ubijaju homoseksualce ali imaju razvijenu trgovinu seksualnim robljem! Kakvi fenomenalni moralisti!!"	Other offensive	Offensive	Other	lgbt
719	Nisi nebrini samo mi se neda prepirat sa nekim kome je mozak velicine plankota	Other offensive	Offensive	Commenter	lgbt
720	A nemoj lagat	Acceptable speech	Acceptable	No target	lgbt
721	Ovim bolesnicima nema lijeka!! koliko oni koštaju Državu? Da bi naša djeca gledali ove gadosti?	Background offensive	Offensive	Topic	lgbt
722	a ako je bog stvorio ljude...ko je stvorio ljude homoseksualne orijentacije...?	Acceptable speech	Acceptable	No target	lgbt
723	Za vas je metak iz raja izaso govna novinarska,čast izuzetcima, vi propagirate pedere fuj,sutra ćete pedofiliju fuj sve vas treba po kratkom postupku fuj govna govnasta,joj dok je Tito bijo živ znalo se ko koga i ko sa kima,a ovi roboti sa maskama zvani policajci dabogda vaša djeca bili pederi fuj,lopovi sta radite poštenom narodu fu😬😤😬👎👎	Background offensive	Offensive	Topic	lgbt
724	Lesley Anne Meni je bolji ovaj komentar: Rusi i Putin znaju kako s pederima, zabranili parade na 100 godina. Da je Rusija glavna, ne bi vi pederi paradirali.	Acceptable speech	Acceptable	No target	lgbt
725	kad bi mi barem neko mogao objasniti što je ovo,povorka ponosa,moliim	Acceptable speech	Acceptable	Topic	lgbt
726	Ne treba se on pridružiti on je trebao biti u prvom redu ako mu dragi dopusti	Acceptable speech	Acceptable	No target	lgbt
727	Hahaha crkni kurvo	Other violence	Acceptable	Commenter	lgbt
728	Vaša su jadna djeca već oštećena samim tim što žive s vama.	Other offensive	Offensive	Commenter	lgbt
729	Boze baci Jupiter i budi tocan!	Acceptable speech	Acceptable	Topic	lgbt
730	Svake godine nas je sve manje i manje, a k tome mi pedere podrzavamo, a najvece pedercine medu njima ovi iz Markovog trga se s njima naslikavaju... sve pedere na goli otok pa nek se tamo razmnožavaju	Background offensive	Offensive	Topic	lgbt
731	A ŠTO ĆEMO SA BESKUĆNICIMA I GLADNIMA	Acceptable speech	Acceptable	No target	lgbt
732	Je li i ovaj cuko gej	Acceptable speech	Acceptable	No target	lgbt
733	Siniša kako ne pa upravo ste to sad napisali znate koliko ljudi ovo čita? :)))	Acceptable speech	Acceptable	No target	lgbt
734	Kad su pare u pitanju tu crkva na sve pristaje .	Other offensive	Offensive	Other	lgbt
735	Cope Zg	Acceptable speech	Acceptable	No target	lgbt
736	Auu, znam da sam piknula zivac cim me netko nazove kurvom preko interneta :D	Acceptable speech	Acceptable	No target	lgbt
737	Pederii	Background offensive	Offensive	Topic	lgbt
738	"e jebite me ali ovo je ok...a onaj ""maskembal"" sa transicima golim po zagrebu....ja sam u stanju bacit kamen prvi! Nisam homofob, ali kaj bi mi ostali trebali? svaki 3 dan setat i barit se? sve ode u 3pm."	Background violence	Acceptable	Topic	lgbt
739	zato jer smatram da je ovo samo dio jednog većeg mazanja očiju javnosti jer imamo puno puno većih problema, nego se mjesecima bavit kakva je bila disciplina građana. gle uvijek će bit majstora koji će ih gađat kamenjem i radit sranja.	Background offensive	Offensive	No target	lgbt
740	Dont let them fool ya ;-) http://www.youtube.com/watch?v=Aj-jZsACbtg&feature=youtube_gdata_player	Acceptable speech	Acceptable	No target	lgbt
741	Robert Markovčić cestitam na vjenčanju!!!	Acceptable speech	Acceptable	No target	lgbt
742	Sram me je samo sto te nemogu dohvatit	Other offensive	Offensive	Commenter	lgbt
743	Ne smeta ali daj se već jednom zatvorite u kuće i tamo paradirajte	Background offensive	Offensive	Topic	lgbt
744	samo tako cijela je država pederska	Background offensive	Offensive	Topic	lgbt
745	ovi ljudi kao da zive u oblacima, nemaju veze sa stvarnosti..	Background offensive	Offensive	Topic	lgbt
746	Teraj te bolesnike pravo u Jasenovac, mater im bolesnu jebem	Background violence	Acceptable	Topic	lgbt
747	Uz i pokoji potez lovca, naravno.	Acceptable speech	Acceptable	No target	lgbt
748	ovaj status mora da je neka pederčina napisala!	Background offensive	Offensive	Topic	lgbt
749	Mater vam bolesnu	Background offensive	Offensive	Topic	lgbt
750	Suzana evo o tome ti pričam..	Acceptable speech	Acceptable	No target	lgbt
751	Jeli ovo celi region 😂😂😂😂😂😂😂	Acceptable speech	Acceptable	No target	lgbt
752	Nisam čuo za nikakve napade,imaš možda neki članak ili nešto da me demantiraš?	Acceptable speech	Acceptable	No target	lgbt
753	Mogao bi ja organizirati paradu luđaka iz vrapča bez pratnje policije i specijalaca...jer se luđaka svaki normalan čovijek plaši. Ova parada mi zvući bez veze. Da barem vidim da se dvije lezbače ili da homića jebu na paradi onda bi to bilo zanimljivo gledati..ovako...to mi je bez veze.	Background offensive	Offensive	Topic	lgbt
754	Cim ima ovakvih debila onda znaci da nam je dobro u hrvatskoj...nece se pobune protiv neimastine i nezaposlenosti....	Background offensive	Offensive	Topic	lgbt
755	Od svega ovoga oni se uhvate za postotak... pa jel nista drugo niste pohvatali što je čovjek pisao?	Acceptable speech	Acceptable	No target	lgbt
756	"aha u ""gym"" si isel danas, a ?"	Acceptable speech	Acceptable	No target	lgbt
757	Kako ljigav komentar ccc	Other offensive	Offensive	Commenter	lgbt
758	Demografska slika je takva zbog opće neimaštine u državi!	Acceptable speech	Acceptable	No target	lgbt
759	"Novinari portala Index.hr u većini objava promoviraju i podupiru ""pederluk i lezbijstvo"", a slučajeve navedenih nastranosti među svećenstvom osuđuju, sve po potrebi. U jednom trenu nastranost podupirete, u drugom je pak osuđujete. Niste dosljedni sami sebi. :)"	Other offensive	Offensive	Journalist or medium	lgbt
760	Grozno	Background offensive	Offensive	Topic	lgbt
761	Evo porasta stanovnistva u Hrvatskoj nema straha da nas nece biti...zato Markic i ne prosvjeduje sa ekipom..bas mi je drago..da nam se konacno pokrpaju ceste i tracnice dragog nam plavca....ZETA..istina da ce nam faliti buka i prasina!!..malo ce mo se strpiti, da turisti vide koliko smo dobar primjer kad je u pitanju tolerancija zivota u neredu..zahvaljujem domacima, uvoznima i turistima 🙋	Acceptable speech	Acceptable	No target	lgbt
762	Oprostite ona je za OBITELJ a ne za ovo! Od ovih nikakvo društvo niti obitelj ima koristi. Neka žive kako god žele nitko im ne smeta samo nek ne prodaju taj svoj život kao nešto čemu cijelo društvo treba teziti! Oni mogu samo imati djecu ako ih hetero parovi požele i Bog im ih daruje. Inače ne ide. Znači kao takvi ne prinose čovječanstvu niti društvu.	Background offensive	Offensive	Topic	lgbt
763	Djevojcice nisu za tebe takve rijeci,sto se mene tice nek se jebe ko s kim hoce I kako hoce a cemu ovo paradiranje miting ili prosvjed sta je ovo pa znaci svako ko je drugaciji po bilo cemu mora srat na ulicama...	Background offensive	Offensive	Topic	lgbt
764	Mene samo zanima jel i ovaj psic, kojeg vodi neka djevojcica u povorci. gay ili hetero 🙂	Acceptable speech	Acceptable	No target	lgbt
765	GLEDAJTE I UCITE	Acceptable speech	Acceptable	No target	lgbt
766	konju	Other offensive	Offensive	Commenter	lgbt
767	Ne razumijem zašto bi htjeli da se gay zajednica osjeća uvrijeđeno?	Acceptable speech	Acceptable	No target	lgbt
768	jebo vam taj pederski pride mater u dupe!ljudi vi ste bolesni a i oni koji ih podrzavaju!	Background offensive	Offensive	Topic	lgbt
769	Bolest !!	Background offensive	Offensive	Topic	lgbt
770	"Auuu, samo mi objasni molim te za kako ga zoves"" onaj lik,"" gde on spominje da treba da se rade ove izopacenosti i da ih mi tolerisemo, podrzavamo i oprastamo, a oni i dalje da to upraznjavaju. Izgleda da si pobrkao literaturu. Inače religiozni ljudi koji veruju Bibliji i samo Bibliji, jer je to Božja rec, naravno da ih nazivaju fundamentalisti . Posto ste vi veliki DEMONKRATI i naravno , sve je dozvoljeno, pa vidim kao nam je svet pun bola, patnje, bolesti, ratova, ludaka, izopacenosti svake vrste a rešenja za bolje nema i . o kakvom strahu ti govoris, pa da li je bog stvorio Adama i Stevu, ili Adama i Evu. Bog ne mrzi homoseksualce, već taj neprirodni čin, iz kog ne nastaje novi život, već samo zadovoljava strasti, najčešće perverzne – jer te osobe u dubini duše nisu ispunjene iskrenom ljubavlju koja poštuje partnera. A ti verski dogmatici, koji su ga razapeli, da malo bolje razumeš Božiju reč ne bi tako lupetao, već bi shvatio suštinu. Pročitaj pesmu nad pesmama od mudrog Solomona u Bibliji, pa da vidiš sta je ljubav i lepota ljubavi i seksualnosti izmedju devojke i mladića."	Background offensive	Offensive	Topic	lgbt
771	Haha bit če djece.	Acceptable speech	Acceptable	No target	lgbt
772	Sramota	Background offensive	Offensive	Topic	lgbt
773	Kaj su kupili pojačanja	Acceptable speech	Acceptable	No target	lgbt
774	Nesmiju to delozirat odma ide pernar i zivi zid	Acceptable speech	Acceptable	No target	lgbt
775	Ma jebem ja tebe umobolnu i bezobraznu!Dozvolila si da ti masa oblikuje ponašanje i stavove,glupačo!Još si i bezobrazna,pogledaj se na šta ličiš!	Other offensive	Offensive	Commenter	lgbt
776	Problem je i vremenu i mjestu jer ometaju normalno funkcioniranje grada...osim toga nemam nista protiv, nek se ljudi vole gdje i kad pozele :D	Acceptable speech	Acceptable	No target	lgbt
777	danas više ni crkva nije sveta o jebote... ali da, 86% frikova je u državi koji vjeruju u bradatog dedu na oblaku	Other offensive	Offensive	Other	lgbt
778	U svetim knjigama incest i pedofilija su normalne stvari.	Acceptable speech	Acceptable	No target	lgbt
779	Postoji razlika između bolesti i poremećaja. Plave oči isto su genetska mutacija, tj poremećaj, ali ljude s plavim očima na smatramo bolesnima. Bolest te ograničava u životu i onemogućuje normalno funkcioniranje. Imali homoseksualci nekakav biološki poremećaj ili ne, nije važno zato što ne štete nikome svojim ponašanjem i mogu potpuno normalno živjeti. Ne, ovakve skupove se ne treba zabraniti zato što su i oni ljudi kao i ostali, i samo traže isti tretman i prestanak diskriminacije u društvu. Homoseksualnost nije ništa loše i takvim se skupovima javnosti diže svijest o tome. Živi i pusti druge da žive.	Acceptable speech	Acceptable	No target	lgbt
780	Pa ne vodi nitko ljubav po ulici. Ljudi hodaju i pjevaju. Da to rade u 4 zida?	Acceptable speech	Acceptable	No target	lgbt
781	Molim? Hahha pa covjece ja se nadam da se ti salis, homoseksualnost postoji i u zivotinjskim vrstama, nek ti google postane prijatelj. Da, sidu sire homoseksualci, ali zbog rizicne skupine koja postoji i kod heteroseksualaca ne treba diskriminirati cijelu jednu skupinu. Slazem se da su parade nekad ekscesivne i mozda ne potrebne i da to nekim ljudima mozda moze stvoriti averziju, ali to je jedini argument koji bih ti priznala posto si do sad naveo samo pogresne i isfabricirane cinjenice.	Other offensive	Offensive	Commenter	lgbt
782	Ne misli se ovdje na crkvene, izgleda da u sjevernoj Irskoj još nisu priznati što je glupo je cijela Velika Britanija i južna Irska su ih priznali.	Acceptable speech	Acceptable	No target	lgbt
783	Kaj ste ljubomorni ljudi uzivaju....	Acceptable speech	Acceptable	No target	lgbt
784	I ti isto duso draga...😅😅😉😉😉	Other offensive	Offensive	Commenter	lgbt
785	treba ovo dobro naguzit	Background offensive	Offensive	Topic	lgbt
786	kad idemo?!	Acceptable speech	Acceptable	No target	lgbt
787	Pa Zeljko onda izadi na ulicu i protestiraj, bori se za svoja prava, nemoj doma drkat kurac i vrijeđat one koji imaju muda izac na cestu i borit se za ono u sto vjeruju	Other offensive	Offensive	Commenter	lgbt
788	Je dobra energija dok je po njihovom a ako nije onda drvlje i kamenje.	Background offensive	Offensive	Topic	lgbt
789	Da letu na sve strane	Acceptable speech	Acceptable	No target	lgbt
790	Toliko mi je zao sto zivim u ovako primitivnoj drzavi gdje ljudi samo cekaju nekoga popljuvati i izvrijedati. Sram me biti covjek zbog takvih ljudi. Svatko ima svoja prava. Drago mi je da se javno prikazuju takvi dogadaji, treba ih biti jos vise da ljudi shvate da vijedanjem nece nista postici. Prava za sve! Nitko nije bolestan niti poremecen. Ljubav je za sve i gotovo. Svi se predstavljaju kao krscani, a pisu komentare da ih se treba'' zapaliti i zakopati duboko u zemlju, pretuci i ubiti''. Od 200 i nesto ovih komentara, 90% ih ne negativno. Prezalosno.	Other offensive	Offensive	Other	lgbt
791	Meni se sviđa mišljenje Vojvodana što misle o puderima ..... Tamani te ih... Hehehehh	Background violence	Acceptable	Topic	lgbt
792	To su Pederi.jel tak....	Background offensive	Offensive	Topic	lgbt
793	nemam nista protiv osim naslova,treba se zvati malo drugacije jer parada ponosa nikako nemoze biti.....	Background offensive	Offensive	Topic	lgbt
794	Ma nek se vole....al ne moraju tako javno....	Background offensive	Offensive	Topic	lgbt
795	Kako ljubav moze biti nastrana??Kako bice koje voli i daje ljubav drugome moze biti nastrana?? Kako sloboda moze biti nastrana?? Samo ljubav sestro,samo ljubav :) 💞	Acceptable speech	Acceptable	No target	lgbt
796	Pa sta onda ne odes?	Other offensive	Offensive	Commenter	lgbt
797	Ima razlike..	Acceptable speech	Acceptable	No target	lgbt
798	Bolesnici	Background offensive	Offensive	Topic	lgbt
799	Suverenost i kultura? Sad si sve rekla. 👍	Acceptable speech	Acceptable	No target	lgbt
800	"Ne bi baš rekao da se ne misli na crkvene. ""Svećenici se bore za legalizaciju"" ma kako da ne."	Acceptable speech	Acceptable	No target	lgbt
801	"A što to znači biti ""normalan""? Odgovarati nekakvim kriterijima koje je postavila većina, zato što tako njima odgovara? Ili biti katolik, bijele rase ili voljeti suprotni spol? Svi bismo trebali imati jednak položaj u društvu bez obzira na seksualnost, spol, rasu ili bilo što drugo. :)"	Acceptable speech	Acceptable	No target	lgbt
802	Zasto sudimo kad imamo krsa ispred svojih vrata?? Zasto se vređamo kad se nepoznamo??? Zasto mrzimo ljude oko sebe pa neka radi tko sto voli svatko ima svoju cast.. Da et mozda glupo zvuci ali u bibliji pise tko je Bez greha neka prvi baci kamen pa koliko nas ima ali eto moramo svoje frustracije malo iskaliti na drustvenim mrezama .. Jer et i to je u modi ;()	Other offensive	Offensive	No target	lgbt
803	Ana, slazem se! (y)	Acceptable speech	Acceptable	No target	lgbt
804	Sram ih može bit koliko ova parada košta	Background offensive	Offensive	Topic	lgbt
805	koliko će samo novaca spiskat na zaštitu tih pedera, ako žele zaštitu i paradrat po gradu, nek si sami iz svog džepa plate osiguranje!	Background offensive	Offensive	Topic	lgbt
806	mrš stoko s lažnog profila, da bog da ti djeca hodala u paradi ponasa i komplet familija	Other offensive	Offensive	Commenter	lgbt
807	Jao vama,teska je to bolest	Background offensive	Offensive	Topic	lgbt
808	To nije parada ljudi to je parada hodajučih živih mrtvaca ..mrti su u duhu i srcu ...to i sami znaju sodoma i gomora ponos u trleži života neka im bog oprosti u zadnji dan	Background offensive	Offensive	Topic	lgbt
809	snimka s broda je naj vijest mogu kazat da si rođena ispravno	Other offensive	Offensive	Related to topic	lgbt
810	U EU moderno sad Balkan navikavajte se..	Acceptable speech	Acceptable	No target	lgbt
811	a kad će naš pride zar mi nebismo trebali:)	Acceptable speech	Acceptable	No target	lgbt
812	Je Kristina Mikic spada sjeverna Irska jer se odmetnula zapravo istomisljenici te je UK pripojila ilegalno kao sve ostale zemlje u svom laznom kraljevstvu. Ali to lazno kraljevstvo je sve klimavije.	Acceptable speech	Acceptable	No target	lgbt
813	Mimi Buric od kuda ti znaš da uče neistinu u crkvi kad Neznas opće šta je crkva i šta crkva zastupa! Ti si tolerantna osoba vidim,Odi na pride i toleriraj se koliko te volja i crkvu ostavi na miru!	Acceptable speech	Acceptable	No target	lgbt
814	Idiote ne znaš da je ivana ženskog roda😂😂😂😂😂😂, natrag i školu bolesnice!!!	Other offensive	Offensive	Commenter	lgbt
815	Eto nam buducih vojnika 😂	Background offensive	Offensive	Topic	lgbt
816	Šta misliš, da u torcidi nema pedera? Ako je peder iz Splita, za koga on navija? Za Dinamo? 😂	Background offensive	Offensive	Topic	lgbt
817	Eto, znači opet ništa ... pa kad će više smak svijeta :)	Background offensive	Offensive	Topic	lgbt
818	Sljedeća gay parada ce biti na poljudskom travnjaku u bijelim dresovima....	Acceptable speech	Acceptable	Other	lgbt
819	a jadni bolesni sta ce	Background offensive	Offensive	Topic	lgbt
820	Ne postoji gay brak, stavili u ustav	Background offensive	Offensive	Topic	lgbt
821	Zašto? Ja nemam HIV.	Acceptable speech	Acceptable	No target	lgbt
822	A što se ti ne držiš svoga posla? :)	Acceptable speech	Acceptable	No target	lgbt
823	Eheeeej pa to je Sjeverna Irska,pa to kraljica elizabeta diktira da se bolest širi	Background offensive	Offensive	Topic	lgbt
824	Tako je	Acceptable speech	Acceptable	No target	lgbt
825	Ma Sram Vas Bilo Šta Radite Od Našeg Grada Zbog Šake para.	Background offensive	Offensive	Topic	lgbt
826	Sramotaa	Background offensive	Offensive	Topic	lgbt
827	Povorka srama i bolesti!!!	Background offensive	Offensive	Topic	lgbt
828	jel kontaš da je to ograničavanje slobode govora? Po meni je to važnije nego nečiji povrijeđeni osjećaji :)	Acceptable speech	Acceptable	No target	lgbt
829	Nije bolest sve šta boli!!! 😂😂	Background offensive	Offensive	Topic	lgbt
830	pederčine	Background offensive	Offensive	Topic	lgbt
831	😠	Acceptable speech	Acceptable	No target	lgbt
832	Neka gejsa, oni barem nisu glasaci hadezeja	Acceptable speech	Acceptable	No target	lgbt
833	Fujjjjjj	Background offensive	Offensive	Topic	lgbt
834	Pital bi ja Ivu Josipovića i Danijelu Trbović dali bi bili u povorci protiv ove vlade i vlasti,dali bi se tamo imali vupača pojaviti,samo je pitanje,tko će pokrenuti tu povorku???	Other offensive	Offensive	No target	lgbt
835	Bolesnici	Background offensive	Offensive	Topic	lgbt
836	Ne radi se tu samo o sexualnom zivotu vec organiziranom kriminalu. Uostalom u ovoj temi se konkretno radi o homosexualcima tako da te teorije o brakovima padaju u vodu. Pogledajte cilu emisiju. I totalno je nebitno o kojoj se vjeri i drzavi radi jer se sve na kraju svede na isto!	Acceptable speech	Acceptable	No target	lgbt
837	Apsolutno podržavam ovakve manifestacije jer su očito potrebne. Katolicima preporučam da slušaju Papu Franju i da se ponašaju u skladu sa onim što ih ta vjera uči, umjesto da se sramote i kao vjernici i kao ljudska bića.	Other offensive	Offensive	Other	lgbt
838	objasni mi molim te onda kako je cijeli svijet nastao od dvoje ljudi? Sramota za jednog odraslog covjeka! Naravno da nisu nastali od homoseksualaca , ali su homoseksualci nastali od adama i eve, bar po tvojoj logici.	Other offensive	Offensive	Commenter	lgbt
839	Ovo je nama nasa vlada dala da imamo gayparadu.uzas	Background offensive	Offensive	Topic	lgbt
840	XEXEEEE..	Acceptable speech	Acceptable	No target	lgbt
841	a bogati jos se i pederluk siri kud ces gore	Background offensive	Offensive	Topic	lgbt
842	Govna	Background offensive	Offensive	Topic	lgbt
843	Ako može Litija i Vojna parada može i Prajd. Tolerancija.	Acceptable speech	Acceptable	No target	lgbt
844	Cimse pametan stidi budala se dici	Background offensive	Offensive	Topic	lgbt
845	Ljudi (pojedini) , nakon jakoo napornog dana uspjeli ste me iz srca nasmijat. Hvala. Ugodna vecer i nemojte se puno sekirati,jer cete dobiti bore ;-)	Acceptable speech	Acceptable	No target	lgbt
846	Čime se ponose	Background offensive	Offensive	Topic	lgbt
847	Mars svi u cirkus tamo vam je mjesto da vam istomisljenici pljescu	Background offensive	Offensive	Topic	lgbt
848	"Danijela,pa normalno da heteroseksualni parovi imaju više prava od homoseksualnih i svih drugih parova,tako je bilo otkako je čovječanstva i tako treba i ostati. Tako će uskoro i pedofili postati ""ugrožena skupina"" i paradirat će za svoja prava,a ti i slični tebi ćete govorit da i oni trebaju imati prava kao heteroseksualni parovi i treba im dat da usvajaju djecu i rade s njima šta žele. Ode ovaj svijet u 3pm !"	Background offensive	Offensive	Topic	lgbt
849	Hahha*	Acceptable speech	Acceptable	No target	lgbt
850	Mislis da svijet moze funkionirati u anarhiji?	Acceptable speech	Acceptable	No target	lgbt
851	Ne treba. Vama meni se čini. Jel sam vas piti šta vi mislite o meni ?	Acceptable speech	Acceptable	No target	lgbt
852	Pederi mir	Background offensive	Offensive	Topic	lgbt
853	Fuj gadi mi se	Background offensive	Offensive	Topic	lgbt
854	nisi valjda pomislila da sa ovakvim likovima mozes normalno razgovarati :( ..........	Other offensive	Offensive	Commenter	lgbt
855	Toliko Kršćanske ljubavi u ovim komentarima.	Acceptable speech	Acceptable	No target	lgbt
856	B U D A L E	Background offensive	Offensive	Topic	lgbt
857	a sad cu ja organizirat paradu da nas ugrozavaju pedercine i lezbijke i da se od njih nemore disat pa cemo vidit kolika ce to parada biti!!!!!!	Background offensive	Offensive	Topic	lgbt
858	ne mogu naslijediti svog partnera ako umre iako su možda zajedno stjecali dobra,na primjer. nemaju pravo posjeta u bolnici kada je bolestan jer to može samo obitelj. je li dosta?	Acceptable speech	Acceptable	No target	lgbt
859	homofobija ne postoji, postoji normalno i protuprirodno koje polako odumire hehe	Background offensive	Offensive	Topic	lgbt
860	Nemam nista protiv gayeva...mislim,neka oni rade u svoja cetiri zida sta zele.. ali te parade stvarno su bezveze.. oni traze prava..koja prava?? Pravo da se zene ja bi im odma odobrila,zenite se... Ali da posvajaju djecu?? Ne... Djete koje odgajaju dva oca koja polugola paradiraju po ulicama?? Bez uvrede ikome ali Neke stvari ipak su previse. 😣	Background offensive	Offensive	Topic	lgbt
